gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	B	CTL	HSC	HSC-like	Mono	Mono-like	NK	Plasma	Prog	Prog-like	T	cDC-like	earlyEry	lateEry
JAG1	P78504	False	JAG1_HUMAN		CPI-SS0837E9F59	0.0	0.0	0.028	0.036	0.0	0.086	0.0	0.0	0.0	0.024	0.01	0.0	0.039	0.003
DLK1	P80370	False	DLK1_HUMAN		CPI-SS0D37C7C70	0.0	0.0	0.0	0.023	0.0	0.0	0.056	0.0	0.0	0.004	0.0	0.018	0.017	0.0
PLXNB2	O15031	False	PLXB2_HUMAN		CPI-SS08FAC0A55	0.262	0.0	0.126	0.088	0.0	0.045	0.02	0.0	0.112	0.058	0.005	0.018	0.056	0.0
PLXNB1	O43157	False	PLXB1_HUMAN		CPI-SS0CCCF7C69	0.0	0.0	0.0	0.001	0.0	0.0	0.019	0.0	0.097	0.006	0.0	0.0	0.0	0.0
LTA	P01374	False	TNFB_HUMAN		CPI-SS0110361CB	0.0	0.0	0.0	0.004	0.0	0.0	0.043	0.0	0.0	0.0	0.052	0.0	0.0	0.0
TNFSF13	O75888	False	TNF13_HUMAN		CPI-SS0C28FEC7D	0.462	0.0	0.05	0.092	0.335	0.309	0.0	0.0	0.0	0.066	0.012	0.112	0.036	0.0
TNFSF14	O43557	False	TNF14_HUMAN		CPI-SS019C98396	0.0	0.087	0.077	0.0	1.773	0.0	0.055	0.0	0.0	0.002	0.013	0.0	0.0	0.0
CD160	O95971	False	BY55_HUMAN		CPI-SS0879B8E95	0.0	0.557	0.04	0.003	0.0	0.0	0.348	0.0	0.0	0.006	0.0	0.0	0.007	0.0
MIF	P14174	False	MIF_HUMAN		CPI-SS02ACCF1F7	0.823	0.992	1.047	1.342	0.37	0.626	1.273	2.229	1.713	2.002	0.732	1.616	2.68	1.24
BTLA	Q7Z6A9	False	BTLA_HUMAN		CPI-SS08330207B	0.732	0.0	0.0	0.01	0.0	0.0	0.11	0.428	0.0	0.006	0.155	0.0	0.0	0.0
TNFSF13	O75888	False	TNF13_HUMAN		CPI-SS0B89DD8C1	0.462	0.0	0.05	0.092	0.335	0.309	0.0	0.0	0.0	0.066	0.012	0.112	0.036	0.0
TNFSF10	P50591	False	TNF10_HUMAN		CPI-SS095E52E66	0.0	0.263	0.086	0.157	3.996	1.835	0.2	0.288	0.255	0.12	0.304	0.094	0.037	0.095
MIF	P14174	False	MIF_HUMAN		CPI-SS059EEFDC6	0.823	0.992	1.047	1.342	0.37	0.626	1.273	2.229	1.713	2.002	0.732	1.616	2.68	1.24
EFNA2	O43921	False	EFNA2_HUMAN		CPI-SS0C875BA24	0.175	0.223	0.239	0.143	0.0	0.08	0.292	0.0	0.0	0.104	0.158	0.164	0.128	0.166
EFNA1	P20827	False	EFNA1_HUMAN		CPI-SS09CA492BA	0.0	0.0	0.034	0.035	0.0	0.0	0.026	0.0	0.105	0.026	0.006	0.0	0.0	0.0
ACKR2	O00590	False	ACKR2_HUMAN		CPI-SS03165AD8C	0.0	0.0	0.062	0.004	0.0	0.0	0.017	0.0	0.0	0.004	0.0	0.0	0.0	0.0
ACKR2	O00590	False	ACKR2_HUMAN		CPI-SS0AE4CF4E7	0.0	0.0	0.062	0.004	0.0	0.0	0.017	0.0	0.0	0.004	0.0	0.0	0.0	0.0
GPR75	O95800	False	GPR75_HUMAN		CPI-SS0DA291AD9	0.0	0.0	0.089	0.003	0.0	0.0	0.0	0.0	0.0	0.005	0.0	0.0	0.0	0.0
ACKR2	O00590	False	ACKR2_HUMAN		CPI-SS0BE8BE8E9	0.0	0.0	0.062	0.004	0.0	0.0	0.017	0.0	0.0	0.004	0.0	0.0	0.0	0.0
CCR2	P41597	False	CCR2_HUMAN		CPI-SS09AFCF898	0.0	0.054	0.0	0.006	0.37	0.307	0.0	0.0	0.0	0.005	0.015	0.0	0.0	0.0
CCR1	P32246	False	CCR1_HUMAN		CPI-SS0F8C2FA91	0.0	0.0	0.0	0.003	1.075	0.261	0.035	0.0	0.0	0.001	0.0	0.53	0.034	0.0
CCR5	P51681	False	CCR5_HUMAN		CPI-SS0DFAF1FE2	0.0	0.269	0.0	0.005	0.0	0.172	0.132	0.0	0.0	0.0	0.027	0.094	0.0	0.0
ACKR2	O00590	False	ACKR2_HUMAN		CPI-SS091B461CB	0.0	0.0	0.062	0.004	0.0	0.0	0.017	0.0	0.0	0.004	0.0	0.0	0.0	0.0
PODXL	O00592	False	PODXL_HUMAN		CPI-SS08920B6FF	0.0	0.103	0.0	0.0	0.886	0.0	0.0	0.131	0.0	0.018	0.007	0.084	0.0	0.016
EREG	O14944	False	EREG_HUMAN		CPI-SS0FC42EC80	0.0	0.0	0.0	0.004	0.0	0.0	0.039	0.0	0.0	0.007	0.0	0.0	0.02	0.045
NRG1	Q02297	False	NRG1_HUMAN		CPI-SS0BD5C2A23	0.0	0.0	0.016	0.039	0.0	0.0	0.06	0.0	0.0	0.009	0.0	0.0	0.009	0.0
NRG1	Q02297	False	NRG1_HUMAN		CPI-SS0708FE6FF	0.0	0.0	0.016	0.039	0.0	0.0	0.06	0.0	0.0	0.009	0.0	0.0	0.009	0.0
NRG1	Q02297	False	NRG1_HUMAN		CPI-SS0E075E5AF	0.0	0.0	0.016	0.039	0.0	0.0	0.06	0.0	0.0	0.009	0.0	0.0	0.009	0.0
NRG1	Q02297	False	NRG1_HUMAN		CPI-SS0978D28AB	0.0	0.0	0.016	0.039	0.0	0.0	0.06	0.0	0.0	0.009	0.0	0.0	0.009	0.0
NCR3	O14931	False	NCTR3_HUMAN		CPI-SS027AFFC0E	0.0	0.0	0.0	0.007	0.0	0.076	0.212	0.499	0.0	0.01	0.052	0.0	0.019	0.0
NCR3	O14931	False	NCTR3_HUMAN		CPI-SS0F94547B2	0.0	0.0	0.0	0.007	0.0	0.076	0.212	0.499	0.0	0.01	0.052	0.0	0.019	0.0
PLD2	O14939	False	PLD2_HUMAN		CPI-SS06A999D25	0.0	0.0	0.142	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0
SEMA4A	Q9H3S1	False	SEM4A_HUMAN		CPI-SS044C72D0D	0.331	0.054	0.0	0.033	0.0	0.204	0.0	0.245	0.0	0.012	0.0	0.255	0.006	0.0
ANGPT2	O15123	False	ANGP2_HUMAN		CPI-SS0BAB460FF	0.0	0.165	0.117	0.084	0.0	0.027	0.012	0.0	0.0	0.035	0.006	0.0	0.025	0.025
EPHB6	O15197	False	EPHB6_HUMAN		CPI-SS090FC28E1	0.181	0.151	0.103	0.022	0.0	0.189	0.0	0.0	0.0	0.017	0.049	0.0	0.0	0.002
EFNB2	P52799	False	EFNB2_HUMAN		CPI-SS08D0F9109	0.0	0.0	0.089	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EPHA3	P29320	False	EPHA3_HUMAN		CPI-SS0BEAB521F	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0
EFNB2	P52799	False	EFNB2_HUMAN		CPI-SS082ABF1EA	0.0	0.0	0.089	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EPHA3	P29320	False	EPHA3_HUMAN		CPI-SS041888D39	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0
GRIN2A	Q12879	False	NMDE1_HUMAN		CPI-SS070B0E458	0.0	0.0	0.0	0.005	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0
CSF1	P09603	False	CSF1_HUMAN		CPI-SS068C129D6	0.0	0.089	0.161	0.005	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.108	0.13
CEACAM1	P13688	False	CEAM1_HUMAN		CPI-SS0CCDBBBC0	0.0	0.0	0.0	0.0	0.886	0.0	0.006	0.0	0.0	0.005	0.0	0.0	0.0	0.0
TBXA2R	P21731	False	TA2R_HUMAN		CPI-SS042EB8C7A	0.0	0.0	0.127	0.012	0.0	0.076	0.0	0.0	0.0	0.016	0.013	0.069	0.017	0.019
PTGIR	P43119	False	PI2R_HUMAN		CPI-SS05D406038	0.0	0.0	0.0	0.011	0.0	0.081	0.0	0.0	0.0	0.005	0.0	0.0	0.084	0.015
TNFSF12	O43508	False	TNF12_HUMAN		CPI-SS079DDF890	0.114	0.0	0.0	0.003	0.0	0.0	0.055	0.166	0.0	0.008	0.03	0.095	0.0	0.0
TNFSF15	O95150	False	TNF15_HUMAN		CPI-SS0B0CF0EDF	0.0	0.0	0.0	0.005	0.0	0.0	0.023	0.0	0.143	0.001	0.016	0.0	0.0	0.0
LRP6	O75581	False	LRP6_HUMAN		CPI-SS05B1FA8A8	0.0	0.0	0.131	0.024	0.0	0.09	0.011	0.0	0.0	0.012	0.009	0.0	0.008	0.0
COPA	P53621	False	COPA_HUMAN		CPI-SS065F7DA2A	0.175	0.182	0.452	0.252	0.0	0.292	0.334	0.376	0.217	0.272	0.236	0.422	0.371	0.551
NAMPT	P43490	False	NAMPT_HUMAN		CPI-SS09A3FA737	0.0	0.0	0.04	0.072	1.244	0.538	0.14	0.157	0.185	0.057	0.086	0.22	0.177	0.05
ADORA2A	P29274	False	AA2AR_HUMAN		CPI-SS03E273233	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.131	0.0	0.006	0.032	0.0	0.006	0.0
ADORA3	P0DMS8	False	AA3R_HUMAN		CPI-SS0FF6CFDCA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.084	0.0	0.0
C5	P01031	False	CO5_HUMAN		CPI-SS00581282E	0.0	0.0	0.0	0.023	0.0	0.024	0.0	0.0	0.0	0.024	0.033	0.0	0.045	0.044
IL1B	P01584	False	IL1B_HUMAN		CPI-SS0C6448B94	0.191	0.079	0.626	0.568	0.0	0.0	0.075	0.0	0.181	0.414	0.021	0.271	0.484	0.234
CD8A	P01732	False	CD8A_HUMAN		CPI-SS0C1F25516	0.0	1.187	0.0	0.009	0.0	0.0	1.181	0.166	0.0	0.011	0.148	0.0	0.0	0.116
ANXA1	P04083	False	ANXA1_HUMAN		CPI-SS0F739D3DB	0.331	1.008	0.707	0.768	5.764	2.562	1.15	0.0	1.377	0.895	0.878	0.754	0.386	0.196
RLN1	P04808	False	REL1_HUMAN		CPI-SS0FAE75A75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.019	0.0	0.0	0.0
TNFSF9	P41273	False	TNFL9_HUMAN		CPI-SS0431D2256	0.0	0.0	0.159	0.003	0.0	0.0	0.0	0.0	0.0	0.005	0.006	0.0	0.0	0.0
TNFSF9	P41273	False	TNFL9_HUMAN		CPI-SS047CD2E9F	0.0	0.0	0.159	0.003	0.0	0.0	0.0	0.0	0.0	0.005	0.006	0.0	0.0	0.0
CD2	P06729	False	CD2_HUMAN		CPI-SS00B1BEE64	0.331	3.362	0.032	0.039	0.0	0.0	1.663	0.0	0.544	0.027	1.446	0.084	0.072	0.105
CEACAM5	P06731	False	CEAM5_HUMAN		CPI-SS0B537DD3F	0.0	0.0	0.077	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.015	0.054	0.005	0.0
CEACAM5	P06731	False	CEAM5_HUMAN		CPI-SS0AC66088D	0.0	0.0	0.077	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.015	0.054	0.005	0.0
PROS1	P07225	False	PROS_HUMAN		CPI-SS0C85BC9AF	0.0	0.012	0.0	0.007	0.0	0.38	0.0	0.0	0.0	0.006	0.0	0.246	0.046	0.016
CSF1R	P07333	False	CSF1R_HUMAN		CPI-SS0B01CF3AB	0.0	0.0	0.06	0.066	0.573	0.346	0.07	0.0	0.0	0.077	0.019	0.821	0.0	0.01
CD55	P08174	False	DAF_HUMAN		CPI-SS061A7E099	0.159	0.062	0.518	0.186	1.459	0.634	0.158	0.324	0.0	0.136	0.456	0.297	0.475	0.213
PTPRC	P08575	False	PTPRC_HUMAN		CPI-SS0822AEF5F	3.379	5.841	3.773	2.922	4.461	4.113	7.183	0.98	4.182	2.241	4.014	2.303	1.028	0.72
CD48	P09326	False	CD48_HUMAN		CPI-SS056FF4363	0.592	0.858	0.132	0.09	1.378	1.458	1.662	0.752	0.185	0.071	1.38	0.428	0.047	0.157
PDGFRB	P09619	False	PGFRB_HUMAN		CPI-SS0D954EA1C	0.0	0.0	0.0	0.04	0.0	0.0	0.046	0.0	0.0	0.036	0.0	0.0	0.0	0.0
ALOX5	P09917	False	LOX5_HUMAN		CPI-SS080611C5B	0.0	0.0	0.0	0.004	1.481	1.103	0.0	0.0	0.0	0.016	0.008	0.246	0.0	0.0
CD28	P10747	False	CD28_HUMAN		CPI-SS07327E587	0.0	0.054	0.063	0.004	0.0	0.0	0.025	0.0	0.0	0.005	0.349	0.0	0.009	0.063
CTLA4	P16410	False	CTLA4_HUMAN		CPI-SS0320FFAFC	0.0	0.012	0.0	0.003	0.0	0.0	0.005	0.0	0.0	0.0	0.037	0.0	0.0	0.0
CD28	P10747	False	CD28_HUMAN		CPI-SS077D7365D	0.0	0.054	0.063	0.004	0.0	0.0	0.025	0.0	0.0	0.005	0.349	0.0	0.009	0.063
CTLA4	P16410	False	CTLA4_HUMAN		CPI-SS0B0E09B1C	0.0	0.012	0.0	0.003	0.0	0.0	0.005	0.0	0.0	0.0	0.037	0.0	0.0	0.0
SELL	P14151	False	LYAM1_HUMAN		CPI-SS0EB5AEC83	0.785	0.966	0.534	0.366	2.648	1.081	1.273	0.63	1.026	0.37	1.383	0.0	0.059	0.057
SELP	P16109	False	LYAM3_HUMAN		CPI-SS015E1E2C6	0.0	0.0	0.04	0.002	0.0	0.0	0.0	0.0	0.0	0.001	0.004	0.0	0.062	0.0
SELL	P14151	False	LYAM1_HUMAN		CPI-SS087321EB5	0.785	0.966	0.534	0.366	2.648	1.081	1.273	0.63	1.026	0.37	1.383	0.0	0.059	0.057
SELP	P16109	False	LYAM3_HUMAN		CPI-SS02B7540B0	0.0	0.0	0.04	0.002	0.0	0.0	0.0	0.0	0.0	0.001	0.004	0.0	0.062	0.0
SELP	P16109	False	LYAM3_HUMAN		CPI-SS06ABF2F5A	0.0	0.0	0.04	0.002	0.0	0.0	0.0	0.0	0.0	0.001	0.004	0.0	0.062	0.0
CD99	P14209	False	CD99_HUMAN		CPI-SS01560CA22	0.803	0.91	0.503	0.758	0.0	0.788	1.206	0.245	0.416	0.625	0.318	0.373	0.081	0.27
SPN	P16150	False	LEUK_HUMAN		CPI-SS02A170A99	0.479	1.793	2.412	2.066	0.0	0.618	1.566	0.333	1.949	2.073	0.737	0.813	2.343	1.503
PDGFRA	P16234	False	PGFRA_HUMAN		CPI-SS03CC15FF3	0.0	0.0	0.019	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PECAM1	P16284	False	PECA1_HUMAN		CPI-SS0E0DEA7D5	0.0	0.65	0.397	0.568	0.37	0.367	0.315	0.131	0.626	0.461	0.055	0.657	0.393	0.112
C5AR1	P21730	False	C5AR1_HUMAN		CPI-SS01946BE5C	0.0	0.0	0.075	0.0	0.573	1.452	0.048	0.0	0.0	0.004	0.0	0.095	0.005	0.0
CD6	P30203	False	CD6_HUMAN		CPI-SS08991B378	0.0	0.314	0.024	0.016	0.0	0.0	0.119	0.0	0.0	0.005	0.306	0.0	0.006	0.017
AXL	P30530	False	UFO_HUMAN		CPI-SS03A4F7DC8	0.0	0.0	0.063	0.005	0.0	0.0	0.0	0.0	0.0	0.012	0.02	0.0	0.012	0.005
MERTK	Q12866	False	MERTK_HUMAN		CPI-SS0415CC75D	0.0	0.0	0.181	0.03	0.0	0.08	0.0	0.0	0.097	0.014	0.0	0.0	0.012	0.0
CD52	P31358	False	CD52_HUMAN		CPI-SS073C1B796	4.511	4.148	1.654	2.594	3.472	2.47	5.943	2.048	1.644	2.07	4.492	1.5	0.277	0.756
FLT3	P36888	False	FLT3_HUMAN		CPI-SS076FEB261	0.181	0.0	0.835	1.02	0.0	0.107	0.213	0.0	0.739	0.728	0.098	0.37	0.118	0.137
LEP	P41159	False	LEP_HUMAN		CPI-SS066FE05CA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0
NMU	P48645	False	NMU_HUMAN		CPI-SS018BD4882	0.0	0.073	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.002	0.006	0.0	0.061	0.586
DSG2	Q14126	False	DSG2_HUMAN		CPI-SS0B6F0C894	0.131	0.0	0.089	0.101	0.0	0.027	0.011	0.0	0.097	0.108	0.007	0.041	0.181	0.124
DSC2	Q02487	False	DSC2_HUMAN		CPI-SS06D13FCD3	0.0	0.0	0.104	0.183	1.145	0.218	0.062	0.0	0.143	0.165	0.0	0.286	0.062	0.017
TEK	Q02763	False	TIE2_HUMAN		CPI-SS0B337B316	0.0	0.0	0.032	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TEK	Q02763	False	TIE2_HUMAN		CPI-SS00BBA318F	0.0	0.0	0.032	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CD47	Q08722	False	CD47_HUMAN		CPI-SS0E9015902	2.236	2.096	2.981	1.621	0.671	1.179	2.423	1.111	2.073	1.33	1.197	1.887	1.777	1.824
IL16	Q14005	False	IL16_HUMAN		CPI-SS0893BD6B6	0.916	0.523	0.123	0.191	0.0	0.325	0.42	0.752	0.0	0.153	0.4	0.234	0.05	0.027
LAIR1	Q6GTX8	False	LAIR1_HUMAN		CPI-SS067BA9202	0.324	0.13	0.27	0.367	0.573	0.236	0.225	0.0	0.287	0.24	0.067	0.242	0.01	0.051
PROKR2	Q8NFJ6	False	PKR2_HUMAN		CPI-SS027E57635	0.139	0.0	0.036	0.017	0.335	0.0	0.0	0.0	0.0	0.004	0.008	0.0	0.0	0.0
CLEC2B	Q92478	False	CLC2B_HUMAN		CPI-SS025C8F785	0.322	0.413	0.536	0.55	0.0	0.718	1.188	0.157	1.971	0.492	0.521	0.742	0.209	0.078
ESAM	Q96AP7	False	ESAM_HUMAN		CPI-SS04C672963	0.131	0.155	0.091	0.103	0.0	0.0	0.054	0.0	0.0	0.057	0.012	0.018	0.172	0.025
TNFSF9	P41273	False	TNFL9_HUMAN		CPI-SS028784FC6	0.0	0.0	0.159	0.003	0.0	0.0	0.0	0.0	0.0	0.005	0.006	0.0	0.0	0.0
TNFSF9	P41273	False	TNFL9_HUMAN		CPI-SS00A8596B5	0.0	0.0	0.159	0.003	0.0	0.0	0.0	0.0	0.0	0.005	0.006	0.0	0.0	0.0
CD96	P40200	False	TACT_HUMAN		CPI-SS0B84DAE3D	0.953	1.104	0.4	0.344	0.0	0.0	1.051	0.166	0.0	0.191	0.921	0.0	0.095	0.164
CD226	Q15762	False	CD226_HUMAN		CPI-SS0A8627ED6	0.0	0.109	0.0	0.008	0.0	0.19	0.187	0.166	0.0	0.006	0.135	0.0	0.031	0.028
TIGIT	Q495A1	False	TIGIT_HUMAN		CPI-SS00561BBD7	0.0	0.906	0.0	0.007	0.0	0.0	0.478	0.0	0.0	0.01	0.171	0.0	0.042	0.128
NECTIN3	Q9NQS3	False	PVRL3_HUMAN		CPI-SS0F1A060D4	0.0	0.0	0.0	0.0	0.0	0.0	0.062	0.0	0.0	0.0	0.0	0.0	0.0	0.003
NECTIN3	Q9NQS3	False	PVRL3_HUMAN		CPI-SS0B990492C	0.0	0.0	0.0	0.0	0.0	0.0	0.062	0.0	0.0	0.0	0.0	0.0	0.0	0.003
NECTIN3	Q9NQS3	False	PVRL3_HUMAN		CPI-SS03859E16F	0.0	0.0	0.0	0.0	0.0	0.0	0.062	0.0	0.0	0.0	0.0	0.0	0.0	0.003
NECTIN3	Q9NQS3	False	PVRL3_HUMAN		CPI-SS02FBD007E	0.0	0.0	0.0	0.0	0.0	0.0	0.062	0.0	0.0	0.0	0.0	0.0	0.0	0.003
CADM1	Q9BY67	False	CADM1_HUMAN		CPI-SS0C9696AAA	0.0	0.012	0.0	0.0	0.0	0.0	0.033	0.0	0.0	0.001	0.021	0.0	0.0	0.0
NECTIN2	Q92692	False	PVRL2_HUMAN		CPI-SS0A5DF05C0	0.331	0.0	0.044	0.028	0.0	0.191	0.026	0.0	0.0	0.021	0.0	0.0	0.008	0.035
NECTIN2	Q92692	False	PVRL2_HUMAN		CPI-SS06207F70E	0.331	0.0	0.044	0.028	0.0	0.191	0.026	0.0	0.0	0.021	0.0	0.0	0.008	0.035
KLRG1	Q96E93	False	KLRG1_HUMAN		CPI-SS0CC5DCE80	0.0	0.45	0.146	0.074	0.0	0.151	0.866	0.0	0.557	0.077	0.155	0.46	0.011	0.089
CD44	P16070	False	CD44_HUMAN		CPI-SS02AB0C3E0	0.686	0.984	0.353	0.406	2.754	1.754	0.684	0.778	1.102	0.361	0.885	0.427	0.065	0.177
CD44	P16070	False	CD44_HUMAN		CPI-SS0703338F5	0.686	0.984	0.353	0.406	2.754	1.754	0.684	0.778	1.102	0.361	0.885	0.427	0.065	0.177
CD44	P16070	False	CD44_HUMAN		CPI-SS03722104E	0.686	0.984	0.353	0.406	2.754	1.754	0.684	0.778	1.102	0.361	0.885	0.427	0.065	0.177
FGFR1	P11362	False	FGFR1_HUMAN		CPI-SS0F2C6A4D4	0.0	0.089	0.0	0.018	0.0	0.0	0.044	0.0	0.214	0.03	0.041	0.0	0.0	0.005
FGFR3	P22607	False	FGFR3_HUMAN		CPI-SS0E134097C	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.04
FGFR3	P22607	False	FGFR3_HUMAN		CPI-SS00E68BB92	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.04
PTGER4	P35408	False	PE2R4_HUMAN		CPI-SS0C1BD22BC	0.331	0.122	0.514	0.247	0.335	0.161	0.256	0.131	0.307	0.214	0.225	0.727	0.169	0.016
TGFBR3	Q03167	False	TGBR3_HUMAN		CPI-SS085EE60B1	0.0	0.353	0.213	0.014	0.0	0.0	0.9	0.0	0.0	0.003	0.072	0.0	0.011	0.063
TGFBR3	Q03167	False	TGBR3_HUMAN		CPI-SS0D46E2B45	0.0	0.353	0.213	0.014	0.0	0.0	0.9	0.0	0.0	0.003	0.072	0.0	0.011	0.063
FAM3C	Q92520	False	FAM3C_HUMAN		CPI-SS01158CABF	0.291	0.323	0.182	0.048	0.0	0.0	0.148	0.398	0.0	0.029	0.025	0.178	0.048	0.027
FAM3C	Q92520	False	FAM3C_HUMAN		CPI-SS034D36D2F	0.291	0.323	0.182	0.048	0.0	0.0	0.148	0.398	0.0	0.029	0.025	0.178	0.048	0.027
FAM3C	Q92520	False	FAM3C_HUMAN		CPI-SS055E061C9	0.291	0.323	0.182	0.048	0.0	0.0	0.148	0.398	0.0	0.029	0.025	0.178	0.048	0.027
FAM3C	Q92520	False	FAM3C_HUMAN		CPI-SS02CF96625	0.291	0.323	0.182	0.048	0.0	0.0	0.148	0.398	0.0	0.029	0.025	0.178	0.048	0.027
FAM3C	Q92520	False	FAM3C_HUMAN		CPI-SS033CB0BB2	0.291	0.323	0.182	0.048	0.0	0.0	0.148	0.398	0.0	0.029	0.025	0.178	0.048	0.027
FAM3C	Q92520	False	FAM3C_HUMAN		CPI-SS0AFC7BACF	0.291	0.323	0.182	0.048	0.0	0.0	0.148	0.398	0.0	0.029	0.025	0.178	0.048	0.027
TNF	P01375	False	TNFA_HUMAN		CPI-SS072E1E27A	0.0	0.09	0.118	0.015	0.0	0.419	0.147	0.0	0.0	0.017	0.042	0.0	0.037	0.017
KIR2DL3	P43628	False	KI2L3_HUMAN		CPI-SS0917CBD53	0.0	0.0	0.0	0.0	0.0	0.0	0.023	0.0	0.0	0.0	0.0	0.0	0.0	0.0
VSTM1	Q6UX27	False	VSTM1_HUMAN		CPI-SS064281234	0.0	0.0	0.0	0.0	0.573	0.194	0.0	0.0	0.0	0.0	0.0	0.0	0.039	0.0
CD274	Q9NZQ7	False	PD1L1_HUMAN		CPI-SS08F13AD5C	0.0	0.0	0.0	0.014	0.0	0.0	0.0	0.0	0.0	0.002	0.005	0.0	0.0	0.0
NRG1	Q02297	False	NRG1_HUMAN		CPI-SS076BC3BA6	0.0	0.0	0.016	0.039	0.0	0.0	0.06	0.0	0.0	0.009	0.0	0.0	0.009	0.0
NRG1	Q02297	False	NRG1_HUMAN		CPI-SS09375CA29	0.0	0.0	0.016	0.039	0.0	0.0	0.06	0.0	0.0	0.009	0.0	0.0	0.009	0.0
NRG1	Q02297	False	NRG1_HUMAN		CPI-SS00A953C3A	0.0	0.0	0.016	0.039	0.0	0.0	0.06	0.0	0.0	0.009	0.0	0.0	0.009	0.0
NRG1	Q02297	False	NRG1_HUMAN		CPI-SS0BF9FA3F2	0.0	0.0	0.016	0.039	0.0	0.0	0.06	0.0	0.0	0.009	0.0	0.0	0.009	0.0
MIF	P14174	False	MIF_HUMAN		CPI-SS0ABC5C1B8	0.823	0.992	1.047	1.342	0.37	0.626	1.273	2.229	1.713	2.002	0.732	1.616	2.68	1.24
AREG	P15514	False	AREG_HUMAN		CPI-SS0D4C221B8	0.0	0.012	0.057	0.026	0.0	0.0	0.0	0.0	0.0	0.014	0.021	0.0	0.0	0.015
GRN	P28799	False	GRN_HUMAN		CPI-SS0DA033F03	1.386	0.0	0.113	0.049	3.355	2.256	0.07	0.0	0.224	0.078	0.013	1.915	0.027	0.135
GRN	P28799	False	GRN_HUMAN		CPI-SS054D158CC	1.386	0.0	0.113	0.049	3.355	2.256	0.07	0.0	0.224	0.078	0.013	1.915	0.027	0.135
GRN	P28799	False	GRN_HUMAN		CPI-SS0C4E86714	1.386	0.0	0.113	0.049	3.355	2.256	0.07	0.0	0.224	0.078	0.013	1.915	0.027	0.135
COPA	P53621	False	COPA_HUMAN		CPI-SS0302E8E8F	0.175	0.182	0.452	0.252	0.0	0.292	0.334	0.376	0.217	0.272	0.236	0.422	0.371	0.551
COPA	P53621	False	COPA_HUMAN		CPI-SS0E6E8A727	0.175	0.182	0.452	0.252	0.0	0.292	0.334	0.376	0.217	0.272	0.236	0.422	0.371	0.551
HBEGF	Q99075	False	HBEGF_HUMAN		CPI-SS0632A027A	0.0	0.0	0.041	0.012	0.0	0.069	0.0	0.0	0.0	0.018	0.013	0.018	0.0	0.0
HBEGF	Q99075	False	HBEGF_HUMAN		CPI-SS03098AC28	0.0	0.0	0.041	0.012	0.0	0.069	0.0	0.0	0.0	0.018	0.013	0.018	0.0	0.0
TNFSF13B	Q9Y275	False	TN13B_HUMAN		CPI-SS05D23BCE8	0.165	0.062	0.088	0.072	0.449	0.737	0.16	0.0	0.0	0.099	0.068	0.618	0.126	0.0
TNFSF13B	Q9Y275	False	TN13B_HUMAN		CPI-SS03C51D352	0.165	0.062	0.088	0.072	0.449	0.737	0.16	0.0	0.0	0.099	0.068	0.618	0.126	0.0
TNFSF13B	Q9Y275	False	TN13B_HUMAN		CPI-SS03133B4F2	0.165	0.062	0.088	0.072	0.449	0.737	0.16	0.0	0.0	0.099	0.068	0.618	0.126	0.0
TNFSF13B	Q9Y275	False	TN13B_HUMAN		CPI-SS0E2863F09	0.165	0.062	0.088	0.072	0.449	0.737	0.16	0.0	0.0	0.099	0.068	0.618	0.126	0.0
APP	P05067	False	A4_HUMAN		CPI-SS09808DEAE	0.0	0.0	0.296	0.256	0.0	0.114	0.142	0.0	0.0	0.231	0.049	0.14	0.053	0.091
SPN	P16150	False	LEUK_HUMAN		CPI-SS09C4FCB90	0.479	1.793	2.412	2.066	0.0	0.618	1.566	0.333	1.949	2.073	0.737	0.813	2.343	1.503
