gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	B	CTL	HSC	HSC-like	Mono	Mono-like	NK	Plasma	Prog	Prog-like	T	cDC-like	earlyEry	lateEry
JAG1	P78504	False	JAG1_HUMAN		CPI-SS0837E9F59	0.0	0.0	0.0	0.031	0.024	0.026	0.0	0.0	0.0	0.006	0.0	0.065	0.0	0.0
DLK1	P80370	False	DLK1_HUMAN		CPI-SS0D37C7C70	0.0	0.077	0.0	0.027	0.04	0.003	0.0	0.0	0.0	0.002	0.0	0.0	0.075	0.0
PLXNB2	O15031	False	PLXB2_HUMAN		CPI-SS08FAC0A55	0.0	0.0	0.0	0.114	0.162	0.242	0.008	0.0	0.0	0.058	0.0	0.691	0.0	0.0
PLXNB1	O43157	False	PLXB1_HUMAN		CPI-SS0CCCF7C69	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.0	0.0	0.002	0.0	0.0	0.0	0.0
LTA	P01374	False	TNFB_HUMAN		CPI-SS0110361CB	0.0	0.0	0.0	0.0	0.0	0.0	0.031	0.0	0.0	0.002	0.06	0.0	0.0	0.0
TNFSF13	O75888	False	TNF13_HUMAN		CPI-SS0C28FEC7D	0.0	0.0	0.0	0.038	0.313	0.403	0.0	0.0	0.0	0.116	0.0	0.393	0.106	0.155
TNFSF14	O43557	False	TNF14_HUMAN		CPI-SS019C98396	0.0	0.048	0.0	0.011	0.0	0.0	0.038	0.0	0.0	0.001	0.015	0.0	0.0	0.0
CD160	O95971	False	BY55_HUMAN		CPI-SS0879B8E95	0.0	0.0	0.0	0.0	0.0	0.006	0.358	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIF	P14174	False	MIF_HUMAN		CPI-SS02ACCF1F7	0.333	1.177	1.038	1.302	0.257	0.364	0.999	3.204	1.887	2.166	0.859	1.093	2.495	0.78
BTLA	Q7Z6A9	False	BTLA_HUMAN		CPI-SS08330207B	0.0	0.114	0.0	0.0	0.0	0.0	0.094	0.462	0.0	0.001	0.099	0.0	0.0	0.0
TNFSF13	O75888	False	TNF13_HUMAN		CPI-SS0B89DD8C1	0.0	0.0	0.0	0.038	0.313	0.403	0.0	0.0	0.0	0.116	0.0	0.393	0.106	0.155
TNFSF10	P50591	False	TNF10_HUMAN		CPI-SS095E52E66	0.123	0.332	0.464	0.158	2.513	3.509	0.425	0.857	0.421	0.084	0.264	2.451	0.044	0.456
MIF	P14174	False	MIF_HUMAN		CPI-SS059EEFDC6	0.333	1.177	1.038	1.302	0.257	0.364	0.999	3.204	1.887	2.166	0.859	1.093	2.495	0.78
EFNA2	O43921	False	EFNA2_HUMAN		CPI-SS0C875BA24	1.021	0.198	0.469	0.322	0.339	0.234	0.195	0.0	0.249	0.19	0.188	0.179	1.405	4.368
EFNA1	P20827	False	EFNA1_HUMAN		CPI-SS09CA492BA	0.0	0.0	0.0	0.031	0.0	0.0	0.0	0.0	0.0	0.013	0.0	0.012	0.0	0.0
ACKR2	O00590	False	ACKR2_HUMAN		CPI-SS03165AD8C	0.0	0.0	0.0	0.0	0.0	0.0	0.032	0.0	0.0	0.0	0.012	0.0	0.0	0.858
ACKR2	O00590	False	ACKR2_HUMAN		CPI-SS0AE4CF4E7	0.0	0.0	0.0	0.0	0.0	0.0	0.032	0.0	0.0	0.0	0.012	0.0	0.0	0.858
GPR75	O95800	False	GPR75_HUMAN		CPI-SS0DA291AD9	0.0	0.0	0.0	0.0	0.0	0.0	0.045	0.0	0.0	0.012	0.0	0.0	0.0	0.0
ACKR2	O00590	False	ACKR2_HUMAN		CPI-SS0BE8BE8E9	0.0	0.0	0.0	0.0	0.0	0.0	0.032	0.0	0.0	0.0	0.012	0.0	0.0	0.858
CCR2	P41597	False	CCR2_HUMAN		CPI-SS09AFCF898	0.0	0.0	0.0	0.004	0.185	0.358	0.068	0.0	0.0	0.0	0.046	0.09	0.0	0.0
CCR1	P32246	False	CCR1_HUMAN		CPI-SS0F8C2FA91	0.0	0.112	0.0	0.008	0.391	0.438	0.048	0.0	0.0	0.003	0.0	0.36	0.0	0.0
CCR5	P51681	False	CCR5_HUMAN		CPI-SS0DFAF1FE2	0.0	0.205	0.0	0.006	0.01	0.039	0.083	0.0	0.0	0.002	0.045	0.05	0.0	0.0
ACKR2	O00590	False	ACKR2_HUMAN		CPI-SS091B461CB	0.0	0.0	0.0	0.0	0.0	0.0	0.032	0.0	0.0	0.0	0.012	0.0	0.0	0.858
PODXL	O00592	False	PODXL_HUMAN		CPI-SS08920B6FF	0.0	0.0	0.0	0.0	0.0	0.018	0.039	0.0	0.0	0.0	0.0	0.006	0.025	0.0
EREG	O14944	False	EREG_HUMAN		CPI-SS0FC42EC80	0.0	0.0	0.0	0.013	0.108	0.033	0.0	0.0	0.0	0.001	0.0	0.009	0.0	0.0
NRG1	Q02297	False	NRG1_HUMAN		CPI-SS0BD5C2A23	0.0	0.0	0.277	0.06	0.015	0.068	0.0	0.0	0.0	0.0	0.0	0.0	0.105	0.0
NRG1	Q02297	False	NRG1_HUMAN		CPI-SS0708FE6FF	0.0	0.0	0.277	0.06	0.015	0.068	0.0	0.0	0.0	0.0	0.0	0.0	0.105	0.0
NRG1	Q02297	False	NRG1_HUMAN		CPI-SS0E075E5AF	0.0	0.0	0.277	0.06	0.015	0.068	0.0	0.0	0.0	0.0	0.0	0.0	0.105	0.0
NRG1	Q02297	False	NRG1_HUMAN		CPI-SS0978D28AB	0.0	0.0	0.277	0.06	0.015	0.068	0.0	0.0	0.0	0.0	0.0	0.0	0.105	0.0
NCR3	O14931	False	NCTR3_HUMAN		CPI-SS027AFFC0E	0.123	0.0	0.0	0.006	0.0	0.0	0.182	0.0	0.0	0.029	0.025	0.0	0.0	0.0
NCR3	O14931	False	NCTR3_HUMAN		CPI-SS0F94547B2	0.123	0.0	0.0	0.006	0.0	0.0	0.182	0.0	0.0	0.029	0.025	0.0	0.0	0.0
PLD2	O14939	False	PLD2_HUMAN		CPI-SS06A999D25	0.0	0.0	0.0	0.0	0.082	0.046	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0
SEMA4A	Q9H3S1	False	SEM4A_HUMAN		CPI-SS044C72D0D	0.0	0.0	0.0	0.0	0.078	0.101	0.0	0.376	0.0	0.026	0.0	0.101	0.0	0.0
ANGPT2	O15123	False	ANGP2_HUMAN		CPI-SS0BAB460FF	0.0	0.0	0.0	0.077	0.03	0.0	0.0	0.0	0.0	0.017	0.0	0.0	0.0	0.0
EPHB6	O15197	False	EPHB6_HUMAN		CPI-SS090FC28E1	0.398	0.114	0.0	0.024	0.0	0.033	0.0	0.0	0.0	0.013	0.057	0.0	0.0	0.0
EFNB2	P52799	False	EFNB2_HUMAN		CPI-SS08D0F9109	0.0	0.0	0.138	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EPHA3	P29320	False	EPHA3_HUMAN		CPI-SS0BEAB521F	0.0	0.0	0.0	0.0	0.0	0.0	0.022	0.0	0.0	0.003	0.0	0.0	0.0	0.0
EFNB2	P52799	False	EFNB2_HUMAN		CPI-SS082ABF1EA	0.0	0.0	0.138	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EPHA3	P29320	False	EPHA3_HUMAN		CPI-SS041888D39	0.0	0.0	0.0	0.0	0.0	0.0	0.022	0.0	0.0	0.003	0.0	0.0	0.0	0.0
GRIN2A	Q12879	False	NMDE1_HUMAN		CPI-SS070B0E458	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.062	0.0	0.0
CSF1	P09603	False	CSF1_HUMAN		CPI-SS068C129D6	0.0	0.0	0.0	0.017	0.0	0.0	0.009	0.0	0.0	0.019	0.0	0.0	0.014	0.0
CEACAM1	P13688	False	CEAM1_HUMAN		CPI-SS0CCDBBBC0	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TBXA2R	P21731	False	TA2R_HUMAN		CPI-SS042EB8C7A	0.0	0.0	0.277	0.051	0.0	0.008	0.0	0.0	0.0	0.012	0.018	0.006	0.0	0.0
PTGIR	P43119	False	PI2R_HUMAN		CPI-SS05D406038	0.0	0.0	0.0	0.0	0.039	0.035	0.0	0.0	0.0	0.003	0.007	0.06	0.093	0.0
TNFSF12	O43508	False	TNF12_HUMAN		CPI-SS079DDF890	0.133	0.0	0.0	0.01	0.043	0.055	0.066	0.0	0.0	0.017	0.024	0.036	0.0	0.0
TNFSF15	O95150	False	TNF15_HUMAN		CPI-SS0B0CF0EDF	0.0	0.0	0.0	0.0	0.0	0.005	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.0
LRP6	O75581	False	LRP6_HUMAN		CPI-SS05B1FA8A8	0.0	0.0	0.354	0.016	0.0	0.0	0.0	0.0	0.0	0.044	0.041	0.0	0.008	0.0
COPA	P53621	False	COPA_HUMAN		CPI-SS065F7DA2A	0.0	0.431	0.403	0.263	0.519	0.395	0.415	0.068	0.0	0.303	0.082	0.275	0.203	2.378
NAMPT	P43490	False	NAMPT_HUMAN		CPI-SS09A3FA737	0.156	0.089	0.0	0.066	0.881	0.64	0.116	0.149	0.374	0.043	0.034	0.347	0.08	0.0
ADORA2A	P29274	False	AA2AR_HUMAN		CPI-SS03E273233	0.0	0.0	0.0	0.008	0.0	0.004	0.076	0.0	0.0	0.003	0.0	0.0	0.0	0.0
ADORA3	P0DMS8	False	AA3R_HUMAN		CPI-SS0FF6CFDCA	0.0	0.0	0.0	0.0	0.009	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C5	P01031	False	CO5_HUMAN		CPI-SS00581282E	0.0	0.0	0.0	0.028	0.027	0.04	0.0	0.647	0.0	0.01	0.0	0.0	0.009	0.0
IL1B	P01584	False	IL1B_HUMAN		CPI-SS0C6448B94	0.0	0.0	0.31	0.4	0.353	0.313	0.205	0.0	0.054	0.374	0.043	0.325	0.356	0.169
CD8A	P01732	False	CD8A_HUMAN		CPI-SS0C1F25516	0.0	1.555	0.0	0.0	0.017	0.022	0.686	0.0	0.0	0.003	0.117	0.0	0.0	0.0
ANXA1	P04083	False	ANXA1_HUMAN		CPI-SS0F739D3DB	0.089	0.606	1.423	0.959	2.136	3.025	1.126	0.275	0.437	0.979	0.958	1.384	0.421	0.0
RLN1	P04808	False	REL1_HUMAN		CPI-SS0FAE75A75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011	0.0	0.0	0.0
TNFSF9	P41273	False	TNFL9_HUMAN		CPI-SS0431D2256	0.0	0.0	0.0	0.012	0.006	0.012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TNFSF9	P41273	False	TNFL9_HUMAN		CPI-SS047CD2E9F	0.0	0.0	0.0	0.012	0.006	0.012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CD2	P06729	False	CD2_HUMAN		CPI-SS00B1BEE64	0.0	3.818	0.0	0.059	0.096	0.039	1.714	0.0	0.0	0.033	1.831	0.037	0.132	0.0
CEACAM5	P06731	False	CEAM5_HUMAN		CPI-SS0B537DD3F	0.133	0.0	0.0	0.016	0.074	0.009	0.0	0.0	0.0	0.0	0.0	0.045	0.0	0.0
CEACAM5	P06731	False	CEAM5_HUMAN		CPI-SS0AC66088D	0.133	0.0	0.0	0.016	0.074	0.009	0.0	0.0	0.0	0.0	0.0	0.045	0.0	0.0
PROS1	P07225	False	PROS_HUMAN		CPI-SS0C85BC9AF	0.0	0.0	0.0	0.008	0.013	0.015	0.0	0.0	0.0	0.001	0.0	0.0	0.102	0.0
CSF1R	P07333	False	CSF1R_HUMAN		CPI-SS0B01CF3AB	0.0	0.0	0.0	0.118	0.12	0.263	0.034	0.0	0.0	0.072	0.0	0.437	0.049	0.0
CD55	P08174	False	DAF_HUMAN		CPI-SS061A7E099	0.213	0.114	0.0	0.265	0.472	0.667	0.211	0.0	0.0	0.143	0.344	0.537	0.263	0.436
PTPRC	P08575	False	PTPRC_HUMAN		CPI-SS0822AEF5F	2.753	7.44	2.65	3.618	4.309	5.054	6.631	3.248	3.352	2.374	3.157	4.203	0.588	1.027
CD48	P09326	False	CD48_HUMAN		CPI-SS056FF4363	0.856	1.016	0.0	0.089	0.796	0.924	1.398	0.875	0.0	0.068	1.557	0.451	0.0	0.0
PDGFRB	P09619	False	PGFRB_HUMAN		CPI-SS0D954EA1C	0.0	0.0	0.0	0.029	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.059	0.0
ALOX5	P09917	False	LOX5_HUMAN		CPI-SS080611C5B	0.133	0.129	0.0	0.031	0.487	0.594	0.0	0.0	0.0	0.037	0.01	0.224	0.0	0.0
CD28	P10747	False	CD28_HUMAN		CPI-SS07327E587	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.025	0.147	0.0	0.0	0.0
CTLA4	P16410	False	CTLA4_HUMAN		CPI-SS0320FFAFC	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.023	0.0	0.0	0.0
CD28	P10747	False	CD28_HUMAN		CPI-SS077D7365D	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.025	0.147	0.0	0.0	0.0
CTLA4	P16410	False	CTLA4_HUMAN		CPI-SS0B0E09B1C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.023	0.0	0.0	0.0
SELL	P14151	False	LYAM1_HUMAN		CPI-SS0EB5AEC83	0.297	0.781	0.279	0.324	1.221	0.706	0.955	0.494	0.249	0.218	0.679	0.182	0.0	0.0
SELP	P16109	False	LYAM3_HUMAN		CPI-SS015E1E2C6	0.0	0.232	0.0	0.0	0.027	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SELL	P14151	False	LYAM1_HUMAN		CPI-SS087321EB5	0.297	0.781	0.279	0.324	1.221	0.706	0.955	0.494	0.249	0.218	0.679	0.182	0.0	0.0
SELP	P16109	False	LYAM3_HUMAN		CPI-SS02B7540B0	0.0	0.232	0.0	0.0	0.027	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SELP	P16109	False	LYAM3_HUMAN		CPI-SS06ABF2F5A	0.0	0.232	0.0	0.0	0.027	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CD99	P14209	False	CD99_HUMAN		CPI-SS01560CA22	0.166	0.498	0.521	0.912	0.453	0.62	1.01	0.343	0.372	0.598	0.415	0.512	0.238	0.097
SPN	P16150	False	LEUK_HUMAN		CPI-SS02A170A99	0.832	1.656	3.662	2.428	0.764	0.706	1.971	1.312	0.72	2.119	0.756	1.103	2.127	1.048
PDGFRA	P16234	False	PGFRA_HUMAN		CPI-SS03CC15FF3	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.0	0.012	0.0	0.0	0.0
PECAM1	P16284	False	PECA1_HUMAN		CPI-SS0E0DEA7D5	0.0	0.272	0.678	0.447	1.174	1.506	0.437	0.205	0.532	0.423	0.114	1.255	0.278	0.337
C5AR1	P21730	False	C5AR1_HUMAN		CPI-SS01946BE5C	0.0	0.0	0.0	0.004	1.101	1.414	0.102	0.0	0.0	0.006	0.0	1.038	0.082	0.0
CD6	P30203	False	CD6_HUMAN		CPI-SS08991B378	0.0	0.048	0.0	0.011	0.0	0.0	0.181	0.0	0.0	0.0	0.259	0.0	0.0	0.0
AXL	P30530	False	UFO_HUMAN		CPI-SS03A4F7DC8	0.0	0.123	0.0	0.009	0.0	0.011	0.0	0.0	0.0	0.017	0.019	0.0	0.0	0.195
MERTK	Q12866	False	MERTK_HUMAN		CPI-SS0415CC75D	0.0	0.0	0.06	0.027	0.0	0.061	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.0
CD52	P31358	False	CD52_HUMAN		CPI-SS073C1B796	6.174	3.486	1.753	2.514	1.577	2.737	5.015	1.724	1.805	1.87	5.109	3.014	0.3	0.292
FLT3	P36888	False	FLT3_HUMAN		CPI-SS076FEB261	0.0	0.0	2.711	2.275	0.604	0.363	0.134	0.205	1.637	1.185	0.124	0.599	0.213	0.359
LEP	P41159	False	LEP_HUMAN		CPI-SS066FE05CA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.053	0.0
NMU	P48645	False	NMU_HUMAN		CPI-SS018BD4882	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.007	0.0	0.014	0.0
DSG2	Q14126	False	DSG2_HUMAN		CPI-SS0B6F0C894	0.0	0.0	0.0	0.101	0.0	0.0	0.037	0.0	0.325	0.102	0.012	0.017	0.126	0.0
DSC2	Q02487	False	DSC2_HUMAN		CPI-SS06D13FCD3	0.712	0.0	0.128	0.269	0.297	0.18	0.0	0.0	0.0	0.221	0.0	0.117	0.143	0.0
TEK	Q02763	False	TIE2_HUMAN		CPI-SS0B337B316	0.0	0.0	0.0	0.0	0.0	0.014	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TEK	Q02763	False	TIE2_HUMAN		CPI-SS00BBA318F	0.0	0.0	0.0	0.0	0.0	0.014	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CD47	Q08722	False	CD47_HUMAN		CPI-SS0E9015902	29.438	3.911	1.901	4.905	2.526	2.578	2.607	2.113	3.894	1.971	2.054	2.615	15.458	67.277
IL16	Q14005	False	IL16_HUMAN		CPI-SS0893BD6B6	0.0	0.052	0.297	0.224	0.254	0.179	0.401	0.386	0.395	0.155	0.279	0.169	0.0	0.0
LAIR1	Q6GTX8	False	LAIR1_HUMAN		CPI-SS067BA9202	0.411	0.217	0.108	0.272	0.174	0.258	0.177	0.922	0.514	0.248	0.085	0.191	0.0	0.0
PROKR2	Q8NFJ6	False	PKR2_HUMAN		CPI-SS027E57635	0.0	0.0	0.207	0.03	0.0	0.0	0.0	0.0	0.0	0.001	0.014	0.0	0.0	0.0
CLEC2B	Q92478	False	CLC2B_HUMAN		CPI-SS025C8F785	0.123	0.439	0.444	0.781	0.426	0.859	0.926	0.0	0.159	0.355	0.218	0.719	0.221	0.0
ESAM	Q96AP7	False	ESAM_HUMAN		CPI-SS04C672963	0.0	0.179	0.489	0.1	0.024	0.007	0.048	0.0	0.0	0.079	0.032	0.062	0.103	0.309
TNFSF9	P41273	False	TNFL9_HUMAN		CPI-SS028784FC6	0.0	0.0	0.0	0.012	0.006	0.012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TNFSF9	P41273	False	TNFL9_HUMAN		CPI-SS00A8596B5	0.0	0.0	0.0	0.012	0.006	0.012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CD96	P40200	False	TACT_HUMAN		CPI-SS0B84DAE3D	0.356	1.662	0.0	0.345	0.065	0.011	0.974	0.0	0.159	0.223	0.696	0.13	0.054	0.0
CD226	Q15762	False	CD226_HUMAN		CPI-SS0A8627ED6	0.0	0.089	0.0	0.0	0.0	0.0	0.14	0.0	0.0	0.0	0.172	0.0	0.112	0.309
TIGIT	Q495A1	False	TIGIT_HUMAN		CPI-SS00561BBD7	0.0	0.487	0.0	0.0	0.0	0.006	0.976	0.0	0.0	0.002	0.109	0.0	0.0	0.0
NECTIN3	Q9NQS3	False	PVRL3_HUMAN		CPI-SS0F1A060D4	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NECTIN3	Q9NQS3	False	PVRL3_HUMAN		CPI-SS0B990492C	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NECTIN3	Q9NQS3	False	PVRL3_HUMAN		CPI-SS03859E16F	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NECTIN3	Q9NQS3	False	PVRL3_HUMAN		CPI-SS02FBD007E	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CADM1	Q9BY67	False	CADM1_HUMAN		CPI-SS0C9696AAA	0.0	0.0	0.0	0.0	0.0	0.019	0.034	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NECTIN2	Q92692	False	PVRL2_HUMAN		CPI-SS0A5DF05C0	0.0	0.0	0.0	0.026	0.0	0.062	0.008	0.0	0.0	0.04	0.0	0.081	0.0	0.0
NECTIN2	Q92692	False	PVRL2_HUMAN		CPI-SS06207F70E	0.0	0.0	0.0	0.026	0.0	0.062	0.008	0.0	0.0	0.04	0.0	0.081	0.0	0.0
KLRG1	Q96E93	False	KLRG1_HUMAN		CPI-SS0CC5DCE80	0.0	1.017	0.0	0.108	0.024	0.008	0.607	0.0	0.843	0.038	0.085	0.028	0.045	0.0
CD44	P16070	False	CD44_HUMAN		CPI-SS02AB0C3E0	0.397	0.468	0.425	0.644	0.937	1.897	0.939	0.317	0.109	0.605	0.826	0.898	0.139	0.359
CD44	P16070	False	CD44_HUMAN		CPI-SS0703338F5	0.397	0.468	0.425	0.644	0.937	1.897	0.939	0.317	0.109	0.605	0.826	0.898	0.139	0.359
CD44	P16070	False	CD44_HUMAN		CPI-SS03722104E	0.397	0.468	0.425	0.644	0.937	1.897	0.939	0.317	0.109	0.605	0.826	0.898	0.139	0.359
FGFR1	P11362	False	FGFR1_HUMAN		CPI-SS0F2C6A4D4	0.0	0.0	0.055	0.004	0.0	0.05	0.033	0.0	0.0	0.038	0.0	0.033	0.0	0.0
FGFR3	P22607	False	FGFR3_HUMAN		CPI-SS0E134097C	0.0	0.0	0.0	0.011	0.0	0.0	0.0	0.0	0.0	0.013	0.0	0.017	0.0	0.0
FGFR3	P22607	False	FGFR3_HUMAN		CPI-SS00E68BB92	0.0	0.0	0.0	0.011	0.0	0.0	0.0	0.0	0.0	0.013	0.0	0.017	0.0	0.0
PTGER4	P35408	False	PE2R4_HUMAN		CPI-SS0C1BD22BC	0.0	0.114	0.765	0.241	0.299	0.528	0.335	0.068	0.0	0.135	0.114	0.162	0.146	0.0
TGFBR3	Q03167	False	TGBR3_HUMAN		CPI-SS085EE60B1	0.0	0.324	0.0	0.021	0.0	0.0	0.722	0.0	0.0	0.002	0.0	0.0	0.0	0.0
TGFBR3	Q03167	False	TGBR3_HUMAN		CPI-SS0D46E2B45	0.0	0.324	0.0	0.021	0.0	0.0	0.722	0.0	0.0	0.002	0.0	0.0	0.0	0.0
FAM3C	Q92520	False	FAM3C_HUMAN		CPI-SS01158CABF	0.149	0.0	0.0	0.116	0.008	0.035	0.068	0.394	0.0	0.046	0.042	0.037	0.081	0.0
FAM3C	Q92520	False	FAM3C_HUMAN		CPI-SS034D36D2F	0.149	0.0	0.0	0.116	0.008	0.035	0.068	0.394	0.0	0.046	0.042	0.037	0.081	0.0
FAM3C	Q92520	False	FAM3C_HUMAN		CPI-SS055E061C9	0.149	0.0	0.0	0.116	0.008	0.035	0.068	0.394	0.0	0.046	0.042	0.037	0.081	0.0
FAM3C	Q92520	False	FAM3C_HUMAN		CPI-SS02CF96625	0.149	0.0	0.0	0.116	0.008	0.035	0.068	0.394	0.0	0.046	0.042	0.037	0.081	0.0
FAM3C	Q92520	False	FAM3C_HUMAN		CPI-SS033CB0BB2	0.149	0.0	0.0	0.116	0.008	0.035	0.068	0.394	0.0	0.046	0.042	0.037	0.081	0.0
FAM3C	Q92520	False	FAM3C_HUMAN		CPI-SS0AFC7BACF	0.149	0.0	0.0	0.116	0.008	0.035	0.068	0.394	0.0	0.046	0.042	0.037	0.081	0.0
TNF	P01375	False	TNFA_HUMAN		CPI-SS072E1E27A	0.0	0.098	0.0	0.0	0.02	0.094	0.026	0.0	0.0	0.003	0.071	0.016	0.0	0.0
KIR2DL3	P43628	False	KI2L3_HUMAN		CPI-SS0917CBD53	0.0	0.0	0.0	0.0	0.0	0.0	0.038	0.0	0.0	0.0	0.0	0.0	0.0	0.0
VSTM1	Q6UX27	False	VSTM1_HUMAN		CPI-SS064281234	0.0	0.0	0.0	0.016	0.191	0.056	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0
CD274	Q9NZQ7	False	PD1L1_HUMAN		CPI-SS08F13AD5C	0.0	0.213	0.0	0.0	0.0	0.005	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.0
NRG1	Q02297	False	NRG1_HUMAN		CPI-SS076BC3BA6	0.0	0.0	0.277	0.06	0.015	0.068	0.0	0.0	0.0	0.0	0.0	0.0	0.105	0.0
NRG1	Q02297	False	NRG1_HUMAN		CPI-SS09375CA29	0.0	0.0	0.277	0.06	0.015	0.068	0.0	0.0	0.0	0.0	0.0	0.0	0.105	0.0
NRG1	Q02297	False	NRG1_HUMAN		CPI-SS00A953C3A	0.0	0.0	0.277	0.06	0.015	0.068	0.0	0.0	0.0	0.0	0.0	0.0	0.105	0.0
NRG1	Q02297	False	NRG1_HUMAN		CPI-SS0BF9FA3F2	0.0	0.0	0.277	0.06	0.015	0.068	0.0	0.0	0.0	0.0	0.0	0.0	0.105	0.0
MIF	P14174	False	MIF_HUMAN		CPI-SS0ABC5C1B8	0.333	1.177	1.038	1.302	0.257	0.364	0.999	3.204	1.887	2.166	0.859	1.093	2.495	0.78
AREG	P15514	False	AREG_HUMAN		CPI-SS0D4C221B8	0.256	0.091	2.486	0.691	0.094	0.196	0.15	0.273	2.165	0.535	0.045	0.261	0.032	0.0
GRN	P28799	False	GRN_HUMAN		CPI-SS0DA033F03	0.089	0.114	0.0	0.121	1.318	1.385	0.054	0.068	0.0	0.098	0.041	0.941	0.146	0.0
GRN	P28799	False	GRN_HUMAN		CPI-SS054D158CC	0.089	0.114	0.0	0.121	1.318	1.385	0.054	0.068	0.0	0.098	0.041	0.941	0.146	0.0
GRN	P28799	False	GRN_HUMAN		CPI-SS0C4E86714	0.089	0.114	0.0	0.121	1.318	1.385	0.054	0.068	0.0	0.098	0.041	0.941	0.146	0.0
COPA	P53621	False	COPA_HUMAN		CPI-SS0302E8E8F	0.0	0.431	0.403	0.263	0.519	0.395	0.415	0.068	0.0	0.303	0.082	0.275	0.203	2.378
COPA	P53621	False	COPA_HUMAN		CPI-SS0E6E8A727	0.0	0.431	0.403	0.263	0.519	0.395	0.415	0.068	0.0	0.303	0.082	0.275	0.203	2.378
HBEGF	Q99075	False	HBEGF_HUMAN		CPI-SS0632A027A	0.0	0.0	0.0	0.002	0.018	0.126	0.0	0.0	0.0	0.011	0.02	0.0	0.0	0.0
HBEGF	Q99075	False	HBEGF_HUMAN		CPI-SS03098AC28	0.0	0.0	0.0	0.002	0.018	0.126	0.0	0.0	0.0	0.011	0.02	0.0	0.0	0.0
TNFSF13B	Q9Y275	False	TN13B_HUMAN		CPI-SS05D23BCE8	1.158	0.0	0.06	0.106	1.209	1.521	0.082	0.0	0.219	0.117	0.053	0.794	0.588	2.535
TNFSF13B	Q9Y275	False	TN13B_HUMAN		CPI-SS03C51D352	1.158	0.0	0.06	0.106	1.209	1.521	0.082	0.0	0.219	0.117	0.053	0.794	0.588	2.535
TNFSF13B	Q9Y275	False	TN13B_HUMAN		CPI-SS03133B4F2	1.158	0.0	0.06	0.106	1.209	1.521	0.082	0.0	0.219	0.117	0.053	0.794	0.588	2.535
TNFSF13B	Q9Y275	False	TN13B_HUMAN		CPI-SS0E2863F09	1.158	0.0	0.06	0.106	1.209	1.521	0.082	0.0	0.219	0.117	0.053	0.794	0.588	2.535
APP	P05067	False	A4_HUMAN		CPI-SS09808DEAE	0.0	0.0	0.335	0.265	0.175	0.133	0.0	0.0	0.0	0.223	0.062	0.122	0.031	0.0
SPN	P16150	False	LEUK_HUMAN		CPI-SS09C4FCB90	0.832	1.656	3.662	2.428	0.764	0.706	1.971	1.312	0.72	2.119	0.756	1.103	2.127	1.048
