id_cp_interaction	interacting_pair	partner_a	partner_b	gene_a	gene_b	secreted	receptor_a	receptor_b	annotation_strategy	is_integrin	EPI|EPI	EPI|Mes	EPI|TE	EPI|emVE	EPI|exVE	Mes|EPI	Mes|Mes	Mes|TE	Mes|emVE	Mes|exVE	TE|EPI	TE|Mes	TE|TE	TE|emVE	TE|exVE	emVE|EPI	emVE|Mes	emVE|TE	emVE|emVE	emVE|exVE	exVE|EPI	exVE|Mes	exVE|TE	exVE|emVE	exVE|exVE
CPI-SS0E00478B4	NRP2_VEGFA	simple:O60462	simple:P15692	NRP2	VEGFA	True	True	False	curated	False	0.053	0.159	0.106	0.289	0.436	0.45	0.556	0.503	0.685	0.833	0.352	0.458	0.405	0.587	0.735	0.145	0.251	0.198	0.381	0.528	0.182	0.288	0.235	0.418	0.566
CPI-SS0855C0353	NRP1_PGF	simple:O14786	simple:P49763	NRP1	PGF	True	True	False	curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.129	0.135	0.124	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.104	0.11	0.099	0.0	0.0	0.016	0.022	0.01	0.0
CPI-SS0D22A09AD	NRP2_PGF	simple:O60462	simple:P49763	NRP2	PGF	True	True	False	curated	False	0.0	0.04	0.046	0.035	0.0	0.0	0.436	0.442	0.431	0.0	0.0	0.339	0.345	0.333	0.0	0.0	0.132	0.138	0.127	0.0	0.0	0.169	0.175	0.164	0.0
CPI-SS0E61DB5DF	FLT1_PGF	simple:P17948	simple:P49763	FLT1	PGF	True	True	False	curated	False	0.0	0.098	0.104	0.093	0.0	0.0	0.233	0.239	0.228	0.0	0.0	0.033	0.039	0.027	0.0	0.0	0.125	0.131	0.119	0.0	0.0	0.054	0.06	0.049	0.0
CPI-SS033E6DE7E	NRP1_VEGFB	simple:O14786	simple:P49765	NRP1	VEGFB	True	True	False	curated	False	0.0	0.0	0.0	0.0	0.0	0.416	0.394	0.265	0.339	0.401	0.0	0.0	0.0	0.0	0.0	0.391	0.369	0.24	0.314	0.376	0.303	0.281	0.151	0.226	0.288
CPI-SS0947A8549	FLT1_VEGFB	simple:P17948	simple:P49765	FLT1	VEGFB	True	True	False	curated	False	0.385	0.363	0.234	0.308	0.37	0.52	0.498	0.369	0.443	0.505	0.32	0.297	0.168	0.243	0.304	0.412	0.39	0.261	0.335	0.397	0.341	0.319	0.19	0.264	0.326
CPI-SS098425155	ADRB2_VEGFB	simple:P07550	simple:P49765	ADRB2	VEGFB	True	True	False	InnateDB-All	False	0.297	0.275	0.145	0.22	0.282	0.301	0.279	0.15	0.225	0.286	0.0	0.0	0.0	0.0	0.0	0.294	0.272	0.143	0.218	0.279	0.298	0.276	0.146	0.221	0.283
CPI-SS0F15C1AB3	NRP2_SEMA3F	simple:O60462	simple:Q13275	NRP2	SEMA3F	True	True	False	curated	False	0.132	0.075	0.061	0.073	0.04	0.528	0.471	0.458	0.47	0.437	0.43	0.373	0.36	0.372	0.339	0.224	0.167	0.153	0.165	0.132	0.261	0.204	0.19	0.202	0.169
CPI-SS0241A1F57	NRP2_SEMA3C	simple:O60462	simple:Q99985	NRP2	SEMA3C	True	True	False	curated	False	0.038	0.041	0.0	0.035	0.035	0.434	0.437	0.0	0.432	0.431	0.337	0.339	0.0	0.334	0.333	0.13	0.133	0.0	0.127	0.127	0.167	0.17	0.0	0.164	0.164
CPI-SS0A3569604	IGF2_IDE	simple:P01344	simple:P14735	IGF2	IDE	True	False	True	I2D,InnateDB-All	False	0.766	0.576	0.685	0.715	0.802	0.996	0.805	0.915	0.944	1.031	1.465	1.275	1.384	1.414	1.501	1.491	1.3	1.41	1.44	1.526	2.363	2.172	2.282	2.311	2.398
CPI-SS0579FA162	IGF2_IGF1R	simple:P01344	simple:P08069	IGF2	IGF1R	True	False	True	curated	False	0.816	0.815	0.536	0.359	0.344	1.046	1.044	0.765	0.589	0.573	1.515	1.514	1.235	1.058	1.043	1.541	1.539	1.26	1.084	1.069	2.413	2.411	2.132	1.956	1.94
CPI-SS042A6F835	IGF2_IGF2R	simple:P01344	simple:P11717	IGF2	IGF2R	True	False	True	curated	False	0.435	0.562	0.632	0.669	0.931	0.664	0.792	0.861	0.898	1.16	1.134	1.261	1.331	1.368	1.63	1.159	1.287	1.356	1.393	1.656	2.031	2.159	2.228	2.265	2.527
CPI-SS07CCAD9BF	GRN_SORT1	simple:P28799	simple:Q99523	GRN	SORT1	True	False	True	IMEx,InnateDB-All,MINT	False	0.402	0.361	0.303	0.308	0.304	0.339	0.297	0.239	0.245	0.241	0.355	0.314	0.256	0.261	0.257	0.534	0.492	0.434	0.439	0.436	0.673	0.631	0.573	0.579	0.575
CPI-SS04F3A1E5C	COPA_SORT1	simple:P53621	simple:Q99523	COPA	SORT1	True	False	True	IMEx,InnateDB-All,IntAct,MatrixDB	False	0.685	0.644	0.586	0.591	0.587	0.703	0.662	0.603	0.609	0.605	0.759	0.717	0.659	0.664	0.66	0.995	0.953	0.895	0.9	0.897	1.181	1.14	1.082	1.087	1.083
CPI-SS04465565A	PROK1_PROKR2	simple:P58294	simple:Q8NFJ6	PROK1	PROKR2	True	False	True	guidetopharmacology.org	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.012	0.0	0.0	0.0
CPI-SS0BD9F32BA	LGALS9_DAG1	simple:O00182	simple:Q14118	LGALS9	DAG1	True	False	True	InnateDB-All	False	0.362	0.35	0.991	0.538	0.506	0.351	0.338	0.98	0.527	0.494	0.0	0.0	0.0	0.0	0.0	0.379	0.367	1.008	0.555	0.523	0.365	0.353	0.994	0.542	0.509
CPI-SS04A5D6B6F	DLL1_NOTCH1	simple:O00548	simple:P46531	DLL1	NOTCH1	False	False	True	curated	False	0.0	0.0	0.0	0.0	0.0	0.226	0.354	0.211	0.158	0.155	0.082	0.211	0.068	0.015	0.012	0.086	0.214	0.071	0.018	0.015	0.094	0.222	0.079	0.026	0.024
CPI-SS0AB21032D	PLXNB2_SEMA4C	simple:O15031	simple:Q9C0C4	PLXNB2	SEMA4C	False	True	True	curated	False	0.419	0.414	0.36	0.35	0.337	0.326	0.321	0.267	0.256	0.244	0.283	0.277	0.224	0.213	0.2	0.508	0.503	0.449	0.439	0.426	0.573	0.567	0.514	0.503	0.49
CPI-SS0D883FFF1	VEGFD_FLT4	simple:O43915	simple:P35916	VEGFD	FLT4	True	False	True	curated	False	0.0	0.0	0.0	0.0	0.0	0.02	0.015	0.012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.016	0.01	0.008	0.0	0.0	0.015	0.009	0.007	0.0	0.0
CPI-SS00F4DDF4B	PTN_PTPRS	simple:P21246	simple:Q13332	PTN	PTPRS	True	False	True	I2D,IMEx,InnateDB-All,IntAct	False	0.265	0.279	0.559	0.193	0.135	0.193	0.208	0.488	0.122	0.063	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.168	0.182	0.462	0.096	0.037
CPI-SS0DBA4D668	DPP4_CXCL12	simple:P27487	simple:P48061	DPP4	CXCL12	True	True	False	curated	False	0.531	0.15	0.092	0.091	0.093	0.589	0.208	0.15	0.149	0.151	0.563	0.182	0.124	0.123	0.125	1.464	1.084	1.025	1.025	1.027	1.489	1.108	1.05	1.049	1.051
CPI-SS07155793F	ACKR3_CXCL12	simple:P25106	simple:P48061	ACKR3	CXCL12	True	True	False	guidetopharmacology.org	False	0.447	0.067	0.008	0.007	0.009	0.457	0.077	0.018	0.017	0.019	0.0	0.0	0.0	0.0	0.0	0.506	0.125	0.067	0.066	0.068	0.449	0.069	0.01	0.01	0.012
CPI-SS027CDEA08	NOTCH2_DLL4	simple:Q04721	simple:Q9NR61	NOTCH2	DLL4	False	True	False	curated	False	0.0	0.28	0.0	0.0	0.0	0.0	0.266	0.0	0.0	0.0	0.0	0.188	0.0	0.0	0.0	0.0	0.353	0.0	0.0	0.0	0.0	0.234	0.0	0.0	0.0
CPI-SS012B7C21D	NOTCH1_DLL4	simple:P46531	simple:Q9NR61	NOTCH1	DLL4	False	True	False	curated	False	0.0	0.079	0.0	0.0	0.0	0.0	0.207	0.0	0.0	0.0	0.0	0.064	0.0	0.0	0.0	0.0	0.012	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.0
CPI-SS00D153A8A	NOTCH4_DLL4	simple:Q99466	simple:Q9NR61	NOTCH4	DLL4	False	True	False	curated	False	0.0	0.028	0.0	0.0	0.0	0.0	0.025	0.0	0.0	0.0	0.0	0.042	0.0	0.0	0.0	0.0	0.013	0.0	0.0	0.0	0.0	0.011	0.0	0.0	0.0
CPI-SS003C9A532	NOTCH2_DLL3	simple:Q04721	simple:Q9NYJ7	NOTCH2	DLL3	False	True	False	curated	False	0.284	0.589	0.404	0.281	0.28	0.27	0.576	0.39	0.267	0.266	0.191	0.497	0.312	0.188	0.187	0.356	0.662	0.477	0.353	0.352	0.238	0.544	0.359	0.235	0.234
CPI-SS0607D1101	NOTCH1_DLL3	simple:P46531	simple:Q9NYJ7	NOTCH1	DLL3	False	True	False	curated	False	0.083	0.388	0.203	0.079	0.079	0.211	0.516	0.331	0.208	0.207	0.068	0.373	0.188	0.065	0.064	0.015	0.321	0.136	0.012	0.011	0.012	0.318	0.133	0.009	0.009
CPI-SS09D379E5B	NOTCH4_DLL3	simple:Q99466	simple:Q9NYJ7	NOTCH4	DLL3	False	True	False	curated	False	0.032	0.338	0.152	0.029	0.028	0.028	0.334	0.149	0.025	0.025	0.046	0.352	0.167	0.043	0.042	0.017	0.323	0.138	0.014	0.013	0.015	0.32	0.135	0.011	0.011
CPI-SS0B42AD9EF	NOTCH1_WNT4	simple:P46531	simple:P56705	NOTCH1	WNT4	True	True	False	I2D	False	0.084	0.101	0.081	0.099	0.089	0.212	0.229	0.209	0.227	0.217	0.069	0.086	0.066	0.084	0.074	0.017	0.033	0.013	0.031	0.021	0.014	0.031	0.011	0.029	0.019
CPI-SS0FA326344	FZD6_WNT4	simple:O60353	simple:P56705	FZD6	WNT4	True	True	False	curated	False	0.034	0.051	0.03	0.049	0.038	0.025	0.042	0.022	0.04	0.03	0.025	0.042	0.021	0.04	0.029	0.063	0.08	0.06	0.078	0.068	0.047	0.064	0.043	0.062	0.051
CPI-SS0B87FE6E0	NOTCH1_JAG1	simple:P46531	simple:P78504	NOTCH1	JAG1	False	True	False	curated	False	0.135	0.213	0.12	0.096	0.079	0.263	0.341	0.248	0.224	0.207	0.12	0.198	0.105	0.081	0.064	0.067	0.145	0.053	0.029	0.012	0.065	0.142	0.05	0.026	0.009
CPI-SS0A34EE366	NOTCH1_DLK1	simple:P46531	simple:P80370	NOTCH1	DLK1	False	True	False	curated	False	0.115	0.221	0.117	0.43	0.513	0.243	0.349	0.245	0.558	0.641	0.1	0.206	0.102	0.415	0.498	0.047	0.154	0.049	0.363	0.446	0.045	0.151	0.047	0.36	0.443
CPI-SS0652F5D15	NPPB_DPP4	simple:P16860	simple:P27487	NPPB	DPP4	True	False	True	InnateDB-All,MINT	False	0.103	0.161	0.135	1.037	1.061	0.0	0.0	0.0	0.0	0.0	0.111	0.169	0.143	1.044	1.069	0.0	0.0	0.0	0.0	0.0	0.091	0.148	0.122	1.024	1.048
CPI-SS0D377BBBF	ADCYAP1_DPP4	simple:P18509	simple:P27487	ADCYAP1	DPP4	True	False	True	InnateDB-All,MINT	False	0.0	0.0	0.0	0.0	0.0	0.1	0.158	0.132	1.033	1.058	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS08102DC9E	CXCL1_CXCR2	simple:P09341	simple:P25025	CXCL1	CXCR2	True	False	True	curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.013	0.0	0.007	0.004
CPI-SS015B2F961	CALCA_CALCR	simple:P01258	simple:P30988	CALCA	CALCR	True	False	True	guidetopharmacology.org	False	0.118	0.0	0.0	0.121	0.112	0.014	0.0	0.0	0.017	0.007	0.07	0.0	0.0	0.073	0.063	0.011	0.0	0.0	0.014	0.005	0.008	0.0	0.0	0.011	0.001
CPI-SS0F531DDEB	CALCA_CALCR	simple:P06881	simple:P30988	CALCA	CALCR	True	False	True	guidetopharmacology.org	False	0.118	0.0	0.0	0.121	0.112	0.014	0.0	0.0	0.017	0.007	0.07	0.0	0.0	0.073	0.063	0.011	0.0	0.0	0.014	0.005	0.008	0.0	0.0	0.011	0.001
CPI-SS023D39112	NPPB_NPR3	simple:P16860	simple:P17342	NPPB	NPR3	True	False	True	I2D,InnateDB-All	False	0.0	0.0	0.017	0.0	0.018	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025	0.0	0.026	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.005
CPI-SS0779676D0	NPPB_NPR2	simple:P16860	simple:P20594	NPPB	NPR2	True	False	True	I2D,InnateDB-All	False	0.027	0.0	0.0	0.016	0.0	0.0	0.0	0.0	0.0	0.0	0.035	0.0	0.0	0.023	0.0	0.0	0.0	0.0	0.0	0.0	0.015	0.0	0.0	0.003	0.0
CPI-SS0133239EA	ADCYAP1_ADCYAP1R1	simple:P18509	simple:P41586	ADCYAP1	ADCYAP1R1	True	False	True	I2D,IMEx	False	0.0	0.0	0.0	0.0	0.0	0.017	0.076	0.0	0.0	0.012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0BC7CD11B	LGALS9_MET	simple:O00182	simple:P08581	LGALS9	MET	True	False	True	InnateDB-All	False	0.038	0.048	0.047	0.061	0.033	0.027	0.036	0.035	0.05	0.022	0.0	0.0	0.0	0.0	0.0	0.055	0.065	0.064	0.078	0.05	0.041	0.051	0.05	0.064	0.036
CPI-SS0419B80C4	LGALS9_LRP1	simple:O00182	simple:Q07954	LGALS9	LRP1	True	False	True	InnateDB-All	False	0.143	0.249	0.032	0.283	0.122	0.132	0.238	0.02	0.272	0.111	0.0	0.0	0.0	0.0	0.0	0.16	0.266	0.048	0.3	0.139	0.146	0.252	0.035	0.286	0.125
CPI-SS02928C71A	PDGFB_LRP1	simple:P01127	simple:Q07954	PDGFB	LRP1	True	False	True	I2D,InnateDB-All	False	0.137	0.243	0.025	0.277	0.116	0.144	0.251	0.033	0.284	0.124	0.153	0.26	0.042	0.293	0.133	0.139	0.245	0.027	0.279	0.118	0.165	0.271	0.054	0.305	0.144
CPI-SS006C6537E	MDK_LRP1	simple:P21741	simple:Q07954	MDK	LRP1	True	False	True	I2D,InnateDB-All	False	7.124	7.23	7.013	7.264	7.103	6.927	7.033	6.815	7.067	6.906	1.542	1.648	1.431	1.682	1.521	6.825	6.932	6.714	6.965	6.805	4.398	4.504	4.286	4.538	4.377
CPI-SS0984C2931	WNT3A_LRP1	simple:P56704	simple:Q07954	WNT3A	LRP1	True	False	True	I2D	False	0.148	0.255	0.037	0.288	0.128	0.136	0.242	0.024	0.276	0.115	0.0	0.0	0.0	0.0	0.0	0.131	0.237	0.019	0.271	0.11	0.0	0.0	0.0	0.0	0.0
CPI-SS014958F32	LGALS9_CD47	simple:O00182	simple:Q08722	LGALS9	CD47	True	False	True	InnateDB-All	False	0.14	0.073	0.084	0.263	0.163	0.128	0.062	0.073	0.252	0.151	0.0	0.0	0.0	0.0	0.0	0.156	0.09	0.101	0.28	0.18	0.143	0.076	0.087	0.266	0.166
CPI-SS0339AE950	SIRPA_CD47	simple:P78324	simple:Q08722	SIRPA	CD47	False	True	True	curated	False	0.188	0.122	0.133	0.312	0.211	0.167	0.1	0.111	0.29	0.19	0.138	0.071	0.083	0.261	0.161	0.194	0.128	0.139	0.318	0.218	0.135	0.068	0.079	0.258	0.158
CPI-SS0A9FB762A	LGALS9_PTPRK	simple:O00182	simple:Q15262	LGALS9	PTPRK	True	False	True	InnateDB-All	False	0.127	0.239	0.187	0.454	0.277	0.116	0.227	0.176	0.443	0.266	0.0	0.0	0.0	0.0	0.0	0.144	0.256	0.204	0.471	0.294	0.13	0.242	0.19	0.457	0.28
CPI-SS0472C478C	BMP7_PTPRK	simple:P18075	simple:Q15262	BMP7	PTPRK	True	False	True	InnateDB-All	False	0.134	0.246	0.194	0.461	0.284	0.332	0.444	0.393	0.659	0.483	0.161	0.273	0.221	0.488	0.311	0.135	0.247	0.195	0.462	0.285	0.195	0.307	0.255	0.522	0.345
CPI-SS0CB863B46	WNT5A_PTPRK	simple:P41221	simple:Q15262	WNT5A	PTPRK	True	False	True	InnateDB-All	False	0.0	0.0	0.0	0.0	0.0	0.497	0.609	0.557	0.824	0.647	0.128	0.239	0.188	0.455	0.278	0.184	0.296	0.244	0.511	0.334	0.138	0.25	0.198	0.465	0.288
CPI-SS002DF6C31	LGALS9_SLC1A5	simple:O00182	simple:Q15758	LGALS9	SLC1A5	True	False	True	I2D,InnateDB-All	False	0.201	0.257	0.233	0.103	0.08	0.19	0.246	0.222	0.091	0.068	0.0	0.0	0.0	0.0	0.0	0.218	0.274	0.25	0.119	0.096	0.204	0.26	0.236	0.106	0.083
CPI-SS08877A081	LGALS9_COLEC12	simple:O00182	simple:Q5KU26	LGALS9	COLEC12	True	False	True	InnateDB-All	False	0.07	0.145	0.039	0.164	0.182	0.058	0.134	0.028	0.153	0.17	0.0	0.0	0.0	0.0	0.0	0.087	0.162	0.056	0.181	0.199	0.073	0.148	0.042	0.167	0.185
CPI-SS09C52F54E	LGALS9_SORL1	simple:O00182	simple:Q92673	LGALS9	SORL1	True	False	True	InnateDB-All	False	0.079	0.04	0.107	0.099	0.113	0.068	0.029	0.096	0.088	0.102	0.0	0.0	0.0	0.0	0.0	0.096	0.057	0.124	0.116	0.13	0.082	0.043	0.11	0.102	0.116
CPI-SS083CBFACD	MDK_SORL1	simple:P21741	simple:Q92673	MDK	SORL1	True	False	True	InnateDB-All	False	7.06	7.021	7.088	7.08	7.094	6.863	6.823	6.891	6.883	6.897	1.478	1.439	1.506	1.498	1.512	6.762	6.722	6.79	6.782	6.796	4.334	4.295	4.362	4.354	4.368
CPI-SS0D3C90DDA	WISP3_SORL1	simple:O95389	simple:Q92673	WISP3	SORL1	True	False	True	InnateDB-All	False	0.0	0.0	0.0	0.0	0.0	0.072	0.033	0.1	0.092	0.106	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS048346C2B	LGALS9_MRC2	simple:O00182	simple:Q9UBG0	LGALS9	MRC2	True	False	True	InnateDB-All	False	0.081	0.054	0.026	0.044	0.02	0.069	0.043	0.015	0.033	0.008	0.0	0.0	0.0	0.0	0.0	0.097	0.071	0.043	0.061	0.037	0.084	0.058	0.029	0.047	0.023
CPI-SS0014DB67C	CER1_MRC2	simple:O95813	simple:Q9UBG0	CER1	MRC2	True	False	True	InnateDB-All	False	0.139	0.113	0.084	0.102	0.078	0.31	0.284	0.255	0.273	0.249	0.089	0.063	0.034	0.052	0.028	1.357	1.331	1.303	1.321	1.296	0.107	0.081	0.053	0.071	0.047
CPI-SS05A26A1DE	PDGFB_PDGFRB	simple:P01127	simple:P09619	PDGFB	PDGFRB	True	False	True	curated	False	0.015	0.077	0.026	0.013	0.0	0.022	0.085	0.034	0.021	0.0	0.031	0.094	0.043	0.03	0.0	0.016	0.079	0.028	0.015	0.0	0.043	0.106	0.055	0.041	0.0
CPI-SS0FEEB187C	PDGFB_PDGFRA	simple:P01127	simple:P16234	PDGFB	PDGFRA	True	False	True	curated	False	0.042	0.46	0.029	0.083	0.42	0.05	0.467	0.036	0.091	0.428	0.059	0.476	0.045	0.099	0.437	0.044	0.462	0.03	0.085	0.422	0.071	0.488	0.057	0.111	0.448
CPI-SS0B70EB09E	PDGFA_PDGFRA	simple:P04085	simple:P16234	PDGFA	PDGFRA	True	False	True	curated	False	0.61	1.027	0.596	0.65	0.987	0.381	0.798	0.367	0.421	0.759	0.871	1.288	0.857	0.911	1.249	0.146	0.564	0.133	0.187	0.524	0.076	0.493	0.062	0.116	0.454
CPI-SS0CB4F2FE4	PDGFB_ADGRV1	simple:P01127	simple:Q8WXG9	PDGFB	ADGRV1	True	False	True	InnateDB-All	False	0.046	0.009	0.019	0.01	0.01	0.054	0.016	0.027	0.018	0.018	0.063	0.025	0.036	0.027	0.027	0.048	0.011	0.021	0.012	0.012	0.075	0.037	0.048	0.038	0.038
CPI-SS027E12A36	MDK_PTPRZ1	simple:P21741	simple:P23471	MDK	PTPRZ1	True	False	False	curated	False	0.0	7.0	0.0	7.029	7.009	0.0	6.803	0.0	6.831	6.812	0.0	1.418	0.0	1.447	1.427	0.0	6.702	0.0	6.73	6.711	0.0	4.274	0.0	4.303	4.283
CPI-SS04E690D72	PTN_PTPRZ1	simple:P21246	simple:P23471	PTN	PTPRZ1	True	False	False	curated	False	0.0	0.103	0.0	0.132	0.112	0.0	0.032	0.0	0.061	0.041	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.035	0.015
CPI-SS048604E28	WNT3A_FZD8	simple:P56704	simple:Q9H461	WNT3A	FZD8	True	False	True	IMEx,IntAct	False	0.06	0.043	0.028	0.142	0.031	0.047	0.03	0.015	0.129	0.018	0.0	0.0	0.0	0.0	0.0	0.042	0.025	0.01	0.124	0.013	0.0	0.0	0.0	0.0	0.0
CPI-SS0D782F60B	WNT4_FZD8	simple:P56705	simple:Q9H461	WNT4	FZD8	True	False	True	I2D	False	0.05	0.033	0.018	0.132	0.021	0.067	0.05	0.035	0.149	0.038	0.047	0.03	0.015	0.129	0.018	0.065	0.048	0.033	0.147	0.036	0.055	0.038	0.023	0.137	0.026
CPI-SS080C0EEB8	WNT3A_FZD1	simple:P56704	simple:Q9UP38	WNT3A	FZD1	True	False	True	I2D,InnateDB-All	False	0.067	0.104	0.108	0.029	0.036	0.054	0.091	0.095	0.016	0.024	0.0	0.0	0.0	0.0	0.0	0.049	0.087	0.09	0.011	0.019	0.0	0.0	0.0	0.0	0.0
CPI-SS0B2D5BA95	WNT5A_FZD1	simple:P41221	simple:Q9UP38	WNT5A	FZD1	True	False	True	curated	False	0.0	0.0	0.0	0.0	0.0	0.431	0.469	0.472	0.394	0.401	0.062	0.099	0.103	0.024	0.032	0.118	0.156	0.159	0.081	0.088	0.072	0.11	0.113	0.035	0.042
CPI-SS0CA020C34	WNT4_FZD1	simple:P56705	simple:Q9UP38	WNT4	FZD1	True	False	True	I2D	False	0.057	0.094	0.098	0.019	0.027	0.074	0.111	0.115	0.036	0.044	0.054	0.091	0.095	0.016	0.023	0.072	0.109	0.113	0.034	0.042	0.062	0.099	0.103	0.024	0.031
CPI-SS0E4DE8215	WNT2_FZD1	simple:P09544	simple:Q9UP38	WNT2	FZD1	True	False	True	I2D	False	0.0	0.0	0.0	0.0	0.0	0.213	0.251	0.254	0.176	0.183	0.054	0.092	0.095	0.017	0.024	0.049	0.086	0.09	0.011	0.018	0.052	0.089	0.093	0.014	0.021
CPI-SS0E7523314	WNT3_FZD1	simple:P56703	simple:Q9UP38	WNT3	FZD1	True	False	True	I2D	False	0.179	0.216	0.22	0.141	0.149	0.403	0.441	0.444	0.365	0.373	0.071	0.109	0.112	0.034	0.041	0.281	0.318	0.322	0.243	0.251	0.173	0.211	0.214	0.136	0.143
CPI-SS0D81C6C1D	WNT7B_FZD1	simple:P56706	simple:Q9UP38	WNT7B	FZD1	True	False	True	curated	False	0.058	0.096	0.099	0.021	0.028	0.062	0.1	0.103	0.025	0.032	0.858	0.896	0.899	0.821	0.828	0.063	0.1	0.104	0.025	0.032	0.059	0.097	0.1	0.022	0.029
CPI-SS0261EA048	WNT3A_FZD2	simple:P56704	simple:Q14332	WNT3A	FZD2	True	False	True	InnateDB-All	False	0.478	0.346	0.038	0.088	0.032	0.466	0.333	0.025	0.075	0.019	0.0	0.0	0.0	0.0	0.0	0.461	0.328	0.02	0.07	0.015	0.0	0.0	0.0	0.0	0.0
CPI-SS01C2BA5C8	WNT5A_FZD2	simple:P41221	simple:Q14332	WNT5A	FZD2	True	False	True	curated	False	0.0	0.0	0.0	0.0	0.0	0.843	0.71	0.403	0.452	0.397	0.474	0.341	0.033	0.083	0.027	0.53	0.397	0.09	0.139	0.084	0.484	0.351	0.044	0.093	0.038
CPI-SS02C418D99	WNT2_FZD2	simple:P09544	simple:Q14332	WNT2	FZD2	True	False	True	curated	False	0.0	0.0	0.0	0.0	0.0	0.625	0.492	0.184	0.234	0.179	0.466	0.333	0.025	0.075	0.02	0.46	0.328	0.02	0.069	0.014	0.463	0.33	0.023	0.072	0.017
CPI-SS0097929A7	BMP7_SLAMF1	simple:P18075	simple:Q13291	BMP7	SLAMF1	True	False	True	InnateDB-All	False	0.239	0.089	0.078	0.029	0.047	0.437	0.287	0.276	0.227	0.245	0.265	0.115	0.104	0.056	0.074	0.24	0.09	0.079	0.03	0.048	0.299	0.15	0.139	0.09	0.108
CPI-SS0E32BEF02	WNT5A_FZD5	simple:P41221	simple:Q13467	WNT5A	FZD5	True	False	True	curated	False	0.0	0.0	0.0	0.0	0.0	0.471	0.479	0.408	0.964	0.467	0.101	0.109	0.039	0.595	0.097	0.158	0.166	0.095	0.651	0.154	0.112	0.12	0.049	0.605	0.108
CPI-SS0D4F593F1	WNT5A_EPHA7	simple:P41221	simple:Q15375	WNT5A	EPHA7	True	False	True	InnateDB-All	False	0.0	0.0	0.0	0.0	0.0	0.0	0.402	0.0	0.39	0.386	0.0	0.033	0.0	0.021	0.016	0.0	0.089	0.0	0.077	0.073	0.0	0.043	0.0	0.031	0.027
CPI-SS01DCC7684	EFNA2_EPHA7	simple:O43921	simple:Q15375	EFNA2	EPHA7	False	False	True	curated	False	0.0	0.152	0.0	0.14	0.136	0.0	0.204	0.0	0.192	0.188	0.0	0.15	0.0	0.138	0.133	0.0	0.082	0.0	0.07	0.066	0.0	0.035	0.0	0.023	0.019
CPI-SS03E450F99	EFNA1_EPHA7	simple:P20827	simple:Q15375	EFNA1	EPHA7	True	False	True	curated	False	0.0	0.023	0.0	0.011	0.007	0.0	0.079	0.0	0.067	0.063	0.0	0.118	0.0	0.106	0.102	0.0	0.035	0.0	0.023	0.018	0.0	0.033	0.0	0.021	0.017
CPI-SS0D5DBB634	EFNA3_EPHA7	simple:P52797	simple:Q15375	EFNA3	EPHA7	False	False	True	curated	False	0.0	0.083	0.0	0.071	0.067	0.0	0.544	0.0	0.532	0.527	0.0	0.484	0.0	0.472	0.468	0.0	0.093	0.0	0.081	0.077	0.0	0.059	0.0	0.047	0.042
CPI-SS0F81DBF22	EFNA4_EPHA7	simple:P52798	simple:Q15375	EFNA4	EPHA7	True	False	True	curated	False	0.0	0.243	0.0	0.231	0.227	0.0	0.34	0.0	0.328	0.324	0.0	0.601	0.0	0.589	0.585	0.0	0.386	0.0	0.374	0.37	0.0	0.22	0.0	0.208	0.204
CPI-SS028688B7B	EFNA5_EPHA7	simple:P52803	simple:Q15375	EFNA5	EPHA7	False	False	True	curated	False	0.0	0.211	0.0	0.199	0.194	0.0	0.204	0.0	0.192	0.188	0.0	0.021	0.0	0.009	0.005	0.0	0.213	0.0	0.201	0.197	0.0	0.028	0.0	0.016	0.012
CPI-SS0C56C483F	WNT5A_ANTXR1	simple:P41221	simple:Q9H6X2	WNT5A	ANTXR1	True	False	True	InnateDB-All	False	0.0	0.0	0.0	0.0	0.0	0.394	0.427	0.0	0.0	0.385	0.025	0.057	0.0	0.0	0.016	0.081	0.114	0.0	0.0	0.072	0.035	0.068	0.0	0.0	0.026
